Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
aadt,/browse/embed?category=&limit=20&limitTo=&q=aadt&view_type=rich,2,1.5,0.00%,0.00%,0:00:01,3
aadt,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=blob&q=traffic&view_type=rich,2,1.5,0.00%,66.67%,0:00:06,3
AADT,/browse/embed?category=&limit=20&limitTo=&q=ADT&view_type=rich,2,1.5,0.00%,66.67%,0:00:08,3
AADT,/browse/embed?category=Transportation&limit=20&limitTo=maps&q=&view_type=rich,2,4,0.00%,25.00%,0:00:36,8
Aaron,/developers,2,1.5,0.00%,0.00%,0:00:11,5
Aaron Apperson,/browse/embed?category=&limit=20&limitTo=blob&q=Aaron+Apperson&view_type=rich,2,8,0.00%,0.00%,0:00:58,17.5
aaron peskin,/City-Management-and-Ethics/Total-Contributions-for-all-Candidate-Controlled-C/gey3-6m93,2,1.5,0.00%,0.00%,0:02:01,11
Aaron Peskin,/City-Management-and-Ethics/Vendor-Payments-Purchase-Order-Summary-/p5r5-fd7g,2,3,0.00%,33.33%,0:01:08,11
aaron peskin Campaign Finance Summary Totals 2015,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-E-Payments/hc26-j9if,2,1.5,0.00%,66.67%,0:01:52,9.5
aaron peskin gift,"/browse/embed?category=&limit=20&limitTo=&q=Political+Contributions+Made,+Arranged,+or+Delivered+by+Lobbyists+to+Candidates+for+Local+Office+in+2015&view_type=rich",2,1.5,0.00%,66.67%,0:00:47,3
aaron peskin payment received,"/browse/embed?category=&limit=20&limitTo=&q=Political+Contributions+Made,+Arranged,+or+Delivered+by+Lobbyists+to+Candidates+for+Local+Office+in+2015&view_type=rich",2,1.5,0.00%,66.67%,0:01:16,9.5
aaron peskin Summary Totals 2015,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-E-Payments/hc26-j9if,2,1.5,0.00%,0.00%,0:00:13,5
aba therapy facilities,/browse/embed?category=Health+and+Social+Services&limit=20&limitTo=maps&q=recycling+facility&view_type=rich,2,1,0.00%,100.00%,0:00:18,1.5
abandoned,/,2,1.5,0.00%,66.67%,0:03:08,8
abandoned,/browse/embed?category=&limit=20&limitTo=&q=abandoned&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
abandoned,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,2.5,0.00%,40.00%,0:01:29,10.5
abandoned,/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,2,1.5,0.00%,0.00%,0:01:22,19.5
abandoned building,/browse/embed?category=&limit=20&limitTo=&q=vacant&view_type=rich,2,1.5,0.00%,66.67%,0:00:44,35.5
abandoned properties,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=datasets&q=budget&view_type=rich,2,1,0.00%,100.00%,0:02:09,1.5
abandoned vehcihles,/browse/embed?category=Public+Safety&limit=20&limitTo=datasets&q=&view_type=rich,2,1.5,0.00%,66.67%,0:06:11,25.5
abandoned vehicle,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,3,0.00%,0.00%,0:01:24,53
abandoned vehicles,/browse/embed?category=Public+Safety&limit=20&limitTo=datasets&q=&view_type=rich,2,1.5,0.00%,66.67%,0:00:51,4
abandoned waste,/City-Infrastructure/Oil-in-D10/f7ws-3da9,2,1,0.00%,100.00%,0:00:16,4
abbrev,/,2,1.5,0.00%,0.00%,0:00:11,17.5
abco,/,2,1,0.00%,0.00%,0:00:12,2.5
abco,/browse/embed?Department-Metrics_Publishing-Department=&category=Economy+and+Community&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,0.00%,0:00:32,5.5
Abdullah,/widgets/g8m3-pdis,2,1,0.00%,100.00%,0:01:57,2.5
abondoned properties,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=datasets&q=budget&view_type=rich,2,1,0.00%,100.00%,0:00:10,1.5
abortion,/browse/embed?category=Health+and+Social+Services&limit=20&limitTo=datasets&q=&view_type=rich,2,1,0.00%,0.00%,0:00:25,9.5
abortion,/data?search=abortion&dept=&category=&type=,2,1,100.00%,0.00%,0:00:00,0
abortion,/Housing-and-Buildings/Eviction-Notices/5cei-gny5,2,1,0.00%,100.00%,0:00:17,1.5
abortions,/Housing-and-Buildings/Eviction-Notices/5cei-gny5,2,1,0.00%,100.00%,0:00:19,1.5
absconders,/,2,3,0.00%,50.00%,0:03:59,22.5
Abtahi,/widgets/g4ui-6iqg,2,1,0.00%,0.00%,0:01:16,3
Abuon,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,0.00%,0:00:11,2.5
abuse,/City-Management-and-Ethics/Citywide-Performance-Measures-FY14-Dataset/6h77-suve,2,1.5,0.00%,66.67%,0:04:04,3
ac transit,/browse?category=Geographic+Locations+and+Boundaries&q=ac transit&sortBy=relevance&utf8=‰ÏÒ,2,1.5,100.00%,0.00%,0:00:04,0
ac transit,/browse/embed?category=&limit=20&limitTo=&q=ac+transit&view_type=rich,2,1.5,0.00%,0.00%,0:00:08,3
academic performance index,/Geographic-Locations-and-Boundaries/Public-Schools-in-San-Francisco-CA-as-of-2010-/6ru6-qvh8,2,1.5,0.00%,66.67%,0:00:14,3
academy,/academy,2,3,0.00%,0.00%,0:07:43,35.5
academy of art,/City-Management-and-Ethics/Lobbyist-Activity-Contacts-of-Public-Officials/hr5m-xnxc,2,1.5,0.00%,0.00%,0:00:32,5
accela,/browse/embed?category=&limit=20&limitTo=&q=permit&view_type=rich,2,1.5,0.00%,66.67%,0:00:32,3
accela,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph,2,1.5,0.00%,66.67%,0:00:05,3
accent,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,66.67%,0:00:11,5.5
Accenture,/browse/embed?category=&limit=20&limitTo=&q=Accenture&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
acceptance,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=acceptance&view_type=rich,2,1,0.00%,0.00%,0:00:01,1.5
accepted,/browse/embed?category=&limit=20&limitTo=&q=accepted&view_type=rich,2,1.5,0.00%,0.00%,0:00:02,3
accepted,/browse/embed?category=&limit=20&limitTo=datasets&q=&utf8=‰ÏÒ&view_type=rich&page=5,2,1.5,0.00%,0.00%,0:18:35,46.5
accepted,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=acceptance&view_type=rich,2,1.5,0.00%,66.67%,0:00:19,3
accepted streets,/browse/embed?category=&limit=20&limitTo=&q=streets+jurisdiction&utf8=‰ÏÒ&view_type=rich&page=2,2,3,0.00%,50.00%,0:00:36,33.5
accepted streets,/browse/embed?category=&limit=20&limitTo=datasets&q=&utf8=‰ÏÒ&view_type=rich&page=5,2,1.5,0.00%,66.67%,0:00:57,5
acces to private vehicles san fran 2014,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,2,1,0.00%,100.00%,0:00:20,1.5
accesor,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,2,1.5,0.00%,66.67%,0:00:16,3
access,/,2,1,0.00%,0.00%,0:00:04,2.5
access,/browse/embed?category=&limit=20&limitTo=&q=SQL&view_type=rich,2,1,0.00%,100.00%,0:00:07,1.5
Access to healthcare,/browse/embed?category=&limit=20&limitTo=&q=Access+to+healthcare&view_type=rich,2,1.5,0.00%,0.00%,0:00:04,3
Access to healthcare,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Access+to+healthcare&view_type=rich,2,1.5,0.00%,0.00%,0:00:00,1.5
access to healthcare facilities in San Francisco,/Health-and-Social-Services/Health-Care-Facilities-San-Francisco-CA/xncg-kcnk,2,1,0.00%,0.00%,0:00:11,2.5
access to private vehicles,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,2,1,0.00%,0.00%,0:01:32,2.5
access to private vehicles san fran 2014,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,2,1,0.00%,100.00%,0:00:20,1.5
accessibility,/browse?q=disability&utf8=‰ÏÒ&sortBy=relevance,2,3,0.00%,33.33%,0:09:28,1.5
Accessibility,/browse/embed?category=&limit=20&limitTo=&q=Accessibility&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
accessible,/,2,1,0.00%,0.00%,0:46:12,31.5
accessor,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb?category=Geographic-Locations-and-Boundaries&view_name=Addresses-with-Units-Enterprise-Addressing-System-,2,1.5,0.00%,66.67%,0:04:01,24
accessory,/browse/embed?category=&limit=20&limitTo=&q=dwelling&utf8=‰ÏÒ&view_type=rich&page=2,2,1,0.00%,100.00%,0:00:07,1
accessory,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=dwelling+unit&view_type=rich,2,1,0.00%,100.00%,0:00:13,1.5
accessory,/Housing-and-Buildings/San-Francisco-Development-Pipeline-2014-Quarter-4/858q-nwrm,2,1,0.00%,0.00%,0:00:13,2.5
accessory dwelling,/browse/embed?category=&limit=20&limitTo=&q=ADU&view_type=rich,2,1,0.00%,100.00%,0:00:08,1.5
accessory dwelling unit,/,2,1,0.00%,100.00%,0:00:11,1.5
accessory dwelling units,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=dwelling+units&view_type=rich,2,1,0.00%,100.00%,0:00:20,1.5
accidants,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,0.00%,0:00:09,3
accidenas,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,2,1,0.00%,100.00%,0:00:04,0
accidence,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,2,5,0.00%,0.00%,0:06:58,45
accident,/about,2,3,0.00%,33.33%,0:04:35,9.5
accident,/browse?utf8=‰ÏÒ&q=accident&sortBy=relevance,2,1,100.00%,0.00%,0:00:00,0
accident,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich&sortBy=comments&utf8=‰ÏÒ,2,1,0.00%,0.00%,0:06:32,21.5
accident,/browse/embed?category=&limit=20&limitTo=&q=accident&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,0.00%,0:00:13,5
accident,/browse/embed?category=&limit=20&limitTo=&q=accident&view_type=rich,2,1,0.00%,100.00%,0:00:22,1.5
accident,/browse/embed?category=&limit=20&limitTo=&q=collision&utf8=‰ÏÒ&view_type=rich&page=2,2,1,0.00%,100.00%,0:00:20,5.5
accident,/browse/embed?category=&limit=20&limitTo=&q=crime&view_type=rich,2,1.5,0.00%,66.67%,0:07:51,5
accident,/browse/embed?category=&limit=20&limitTo=&q=public+restrooms&view_type=rich,2,1,0.00%,100.00%,0:10:39,5.5
accident,/browse/embed?category=&limit=20&limitTo=maps&q=accident&view_type=rich,2,1.5,0.00%,0.00%,0:00:23,3
accident,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,100.00%,0:01:40,7
accident,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=road+incidents&view_type=rich,2,1.5,0.00%,66.67%,0:00:37,4
accident,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=accident&view_type=rich,2,1,0.00%,0.00%,0:00:26,1.5
accident,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=cycling&view_type=rich,2,1,0.00%,100.00%,0:01:49,4
accident,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=datasets&q=food+inspection&view_type=rich,2,8,0.00%,12.50%,0:09:47,29.5
accident,/Geographic-Locations-and-Boundaries/Detailed-Topological-Map-of-San-Francisco/2fm6-ubhv,2,1.5,0.00%,66.67%,0:00:52,4
accident,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1,0.00%,100.00%,0:00:19,1.5
accident,/Public-Safety/Pedestrian-High-Injury-Corridors-San-Francisco-CA/y64p-vazs,2,3,0.00%,33.33%,0:01:38,8
accident,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1,0.00%,0.00%,0:00:48,2.5
accident,/Public-Safety/SFPD-Incidents-from-1-January-2014/tmnf-yvry,2,3,0.00%,33.33%,0:04:43,8
accident,/Public-Safety/SFPD-Incidents-Previous-Three-Months/tmnf-yvry,2,1.5,0.00%,66.67%,0:01:16,21
accident,/showcase,2,6.5,0.00%,15.38%,0:05:10,25
accident,/w/vv57-2fgy/ikek-yizv?cur=Jj55BOQylbF,2,3,0.00%,0.00%,0:03:55,11
Accident,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,100.00%,0:00:03,1.5
accident at work,/browse/embed?category=&limit=20&limitTo=&q=accident+at+work&view_type=rich,2,1.5,0.00%,0.00%,0:00:14,3
accident death,/Public-Safety/SFPD-Incidents-from-1-January-2014/tmnf-yvry,2,1.5,0.00%,66.67%,0:01:43,5
accident reports,/,2,1.5,0.00%,66.67%,0:00:45,1.5
accidenta,/browse/embed?category=&limit=20&limitTo=&q=accidents&view_type=rich,2,1,0.00%,100.00%,0:00:03,1.5
accidents,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:10:43,7
accidents,/browse/embed?category=&limit=20&limitTo=&q=accidents&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,0.00%,0:01:08,5
accidents,/browse/embed?category=&limit=20&limitTo=&q=accidents&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
accidents,/browse/embed?category=&limit=20&limitTo=&q=district+4+accidents&utf8=‰ÏÒ&view_type=rich&page=2,2,3,0.00%,33.33%,0:01:20,13
accidents,/browse/embed?category=&limit=20&limitTo=&q=hospitals&view_type=rich,2,3,0.00%,33.33%,0:00:36,33.5
accidents,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:03:38,13.5
accidents,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=accident&view_type=rich,2,1,0.00%,100.00%,0:00:15,1.5
accidents,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=ems&view_type=rich,2,3,0.00%,33.33%,0:07:48,11
accidents,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=traffic&view_type=rich,2,5,0.00%,20.00%,0:01:24,9.5
accidents,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=traffic+accident&view_type=rich,2,1,0.00%,100.00%,0:01:07,2.5
accidents,/browse/embed?Department-Metrics_Publishing-Department=Technology&category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,66.67%,0:36:46,51.5
accidents,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.5,0.00%,0.00%,0:17:52,37
accidents,/City-Infrastructure/Paving-PCI-Scores/5aye-4rtt,2,1,0.00%,0.00%,0:08:10,17
accidents,/City-Management-and-Ethics/311-Information-Requests-by-Month/hrr4-hjc6,2,3,0.00%,33.33%,0:01:40,11
accidents,/City-Management-and-Ethics/90-Day-Cases-by-Neighborhood/8y9x-fz79,2,1.5,0.00%,0.00%,0:03:14,8
accidents,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,2,8,0.00%,18.75%,0:02:46,20
accidents,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,2,1.5,0.00%,0.00%,0:00:24,3
accidents,/Public-Safety/Fire-Incidents/wr8u-xric,2,2.5,0.00%,40.00%,0:00:15,2.5
accidents,/Public-Safety/SFPD-Incidents-Previous-Three-Months/tmnf-yvry,2,1.5,0.00%,0.00%,0:05:09,9.5
accidents gis,/City-Management-and-Ethics/311-Information-Requests-by-Month/hrr4-hjc6,2,3,0.00%,33.33%,0:00:34,6.5
accidents pedestrian,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1,0.00%,100.00%,0:00:09,1.5
accidnets,/Public-Safety/Traffic-Accidents-Previous-3-Months-/vv57-2fgy,2,1,0.00%,100.00%,0:00:08,1.5
ACCO,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:00:59,17.5
accommodation,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=accommodation&view_type=rich,2,3,0.00%,0.00%,0:00:28,6.5
accommodation,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,3,0.00%,0.00%,0:00:16,9.5
accomodation,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,66.67%,0:00:03,3
account,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:17,8
Accountalent,/browse/embed?category=&limit=20&limitTo=&q=Accountalent&view_type=rich,2,1,0.00%,0.00%,0:00:01,1.5
accountant,/,2,1.5,0.00%,66.67%,0:04:45,11
accountant intern,/,2,1.5,0.00%,0.00%,0:04:05,11
"accounting, purchasing, EIS","/browse/embed?category=&limit=20&limitTo=&q=accounting,+purchasing,+EIS&view_type=rich",2,1.5,0.00%,0.00%,0:00:03,3
Accounts Payable,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=Treasury&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,66.67%,0:00:35,16
accrued,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-F-Accrued-/tr8k-7cit,2,1.5,0.00%,0.00%,0:09:56,5
accrued expenses,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-E-Payments/hc26-j9if,2,1.5,0.00%,0.00%,0:11:58,8
accrued expenses,/faq,2,1.5,0.00%,0.00%,0:07:25,13
accuracy,/terms-of-use,2,1,0.00%,0.00%,0:07:56,2.5
acident,/Public-Safety/Traffic-Accidents-Previous-3-Months-/vv57-2fgy,2,1.5,0.00%,66.67%,0:00:02,1.5
acoustics,/browse/embed?category=&limit=20&limitTo=&q=acoustics&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
acqua e sapone,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:00:05,5
acres,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=hectares&view_type=rich,2,1,0.00%,100.00%,0:00:11,8
acs demographic,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.5,0.00%,66.67%,0:03:09,24
active,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=TOURNAHU+GEORGE+L&view_type=rich,2,1.5,0.00%,66.67%,0:02:10,13
active,/City-Infrastructure/Utility-Excavation-Permits/smdf-6c45,2,1.5,0.00%,0.00%,0:01:00,5
active,/Economy-and-Community/Active-Business-Locations/kvj8-g7jh,2,1,0.00%,100.00%,0:00:52,2.5
active,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:03:25,9.5
Active,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.5,0.00%,66.67%,0:10:02,32
active block lots,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,2,3,0.00%,33.33%,0:00:23,6.5
active blocks,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,2,1.5,0.00%,66.67%,0:00:03,1.5
active business,/browse?category=Economy+and+Community&q=active business&sortBy=relevance&utf8=‰ÏÒ,2,1,100.00%,0.00%,0:00:00,0
active business,/Economy-and-Community/Businesses-GROCERY-STORES-PBC-3210-/sfdn-328a,2,1.5,0.00%,0.00%,0:00:35,5
active business,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:07:58,25.5
active business,/widgets/g8m3-pdis,2,3,0.00%,0.00%,0:00:54,5.5
Active business,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,3,0.00%,33.33%,0:00:40,11
active business locations,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=active+business+locations&view_type=rich,2,4,0.00%,0.00%,0:09:56,11
active business locations,/Economy-and-Community/Active-Business-Locations/kvj8-g7jh,2,2.5,0.00%,0.00%,0:14:42,18.5
Active Business Registration,/login,2,1.5,0.00%,0.00%,0:00:24,5
active businesses,/Culture-and-Recreation/Park-Evaluation-Scores-starting-Fiscal-Year-2015/r33y-seqv,2,1,0.00%,0.00%,0:13:59,5
active businesses,/Economy-and-Community/Businesses-RETAIL-EATING-PLACES-5812-PBC-/mfkb-8ekt,2,1.5,0.00%,0.00%,0:02:21,9.5
active businesses,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,66.67%,0:00:25,3
active companies,/Economy-and-Community/Active-Business-Locations/kvj8-g7jh,2,1,0.00%,100.00%,0:00:32,1.5
active companies list,/Economy-and-Community/Active-Business-Locations/kvj8-g7jh,2,1,0.00%,0.00%,0:03:24,3
active contracts,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=contracts&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,66.67%,0:00:11,3
Active Employee,/browse/embed?category=&limit=20&limitTo=&q=Compensation&view_type=rich,2,1.5,0.00%,66.67%,0:01:04,11
Active Employees By Union and Department,/browse/embed?category=&limit=20&limitTo=&q=Active+Employees+By+Union+and+Department&view_type=rich,2,1.5,0.00%,0.00%,0:00:06,3
Active Employees By Union and Department,/City-Management-and-Ethics/Active-Employees-By-Union-and-Department/ceq4-v4bg,2,1.5,0.00%,66.67%,0:00:06,3
active nodes,/Geographic-Locations-and-Boundaries/Street-Intersections-Zipped-Shapefile-Format-/snrq-gvyd,2,1,0.00%,100.00%,0:00:18,1.5
active streets,/Geographic-Locations-and-Boundaries/Street-Intersections-Zipped-Shapefile-Format-/snrq-gvyd,2,1,0.00%,100.00%,0:00:15,1.5
activity,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,2.5,0.00%,0.00%,0:01:53,10.5
actnet,/,2,1.5,0.00%,66.67%,0:00:36,9
actual,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=performance+measure&view_type=rich,2,1,0.00%,100.00%,0:00:28,3
acxiom,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,100.00%,0:00:07,1.5
ad,/browse/embed?Department-Metrics_Publishing-Department=Technology&category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:02:06,9.5
ada,/browse/embed?category=&limit=20&limitTo=&q=disability&utf8=‰ÏÒ&view_type=rich&page=2,2,3,0.00%,33.33%,0:02:34,8
ada,/City-Infrastructure/Curb-Ramps/ch9w-7kih,2,3,0.00%,0.00%,0:07:13,11
Ada,/browse/embed?Department-Metrics_Publishing-Department=&category=Health+and+Social+Services&limit=20&limitTo=&q=Ada&view_type=rich,2,20,0.00%,0.00%,0:27:00,41.5
ADA,/browse/embed?category=&limit=20&limitTo=&q=development&view_type=rich,2,1.5,0.00%,66.67%,0:03:52,6.5
Adam,/browse/embed?Department-Metrics_Publishing-Department=&category=Health+and+Social+Services&limit=20&limitTo=&q=Ada&view_type=rich,2,1.5,0.00%,66.67%,0:00:34,11
adapt,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:01:29,22.5
addiction,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=addiction&view_type=rich,2,1,0.00%,0.00%,0:00:07,1.5
addiction,/Public-Safety/Map-Crime-Incidents-Previous-Three-Months/gxxq-x39z,2,1.5,0.00%,66.67%,0:01:28,22.5
additional street space,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,2,1,0.00%,100.00%,0:00:09,0
address,/browse?q=address&sortBy=relevance&utf8=‰ÏÒ,2,1,100.00%,0.00%,0:00:00,0
address,/browse?tags=gis&q=address&sortBy=relevance&utf8=‰ÏÒ,2,3,100.00%,33.33%,0:00:44,0
